activity,case_id,resource,Activity_1,Resource_1,creator,variant,variant_index,end_time,start_time
Traer informacion estudiante - banner,86051,8528,Traer informacion estudiante - banner,8528,Fluxicon Disco,Variant 2,2,2016-02-14T13:49:24.000,2016-02-14T13:49:24.000
Radicar Solicitud Homologacion,86051,8528,Radicar Solicitud Homologacion,8528,Fluxicon Disco,Variant 2,2,2016-02-14T13:49:31.000,2016-02-14T13:49:31.000
Validar solicitud,86051,1707,Validar solicitud,1707,Fluxicon Disco,Variant 2,2,2016-02-14T13:59:44.000,2016-02-14T13:57:51.000
Homologacion por grupo de cursos,86051,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 2,2,2016-02-15T18:03:46.000,2016-02-15T14:53:48.000
Traer informacion estudiante - banner,86102,6186,Traer informacion estudiante - banner,6186,Fluxicon Disco,Variant 1,1,2016-02-14T11:54:06.000,2016-02-14T11:54:06.000
Radicar Solicitud Homologacion,86102,6186,Radicar Solicitud Homologacion,6186,Fluxicon Disco,Variant 1,1,2016-02-14T11:54:07.000,2016-02-14T11:54:07.000
Cancelar Solicitud,86102,22404,Cancelar Solicitud,22404,Fluxicon Disco,Variant 1,1,2016-02-14T13:24:54.000,2016-02-14T12:48:54.000
Notificacion estudiante cancelacion soli,86102,22404,Notificacion estudiante cancelacion soli,22404,Fluxicon Disco,Variant 1,1,2016-02-19T18:22:18.000,2016-02-19T18:22:18.000
Traer informacion estudiante - banner,86151,4924,Traer informacion estudiante - banner,4924,Fluxicon Disco,Variant 2,2,2016-02-14T15:17:31.000,2016-02-14T15:17:31.000
Radicar Solicitud Homologacion,86151,4924,Radicar Solicitud Homologacion,4924,Fluxicon Disco,Variant 2,2,2016-02-14T15:26:09.000,2016-02-14T15:17:36.000
Validar solicitud,86151,294,Validar solicitud,294,Fluxicon Disco,Variant 2,2,2016-02-16T13:45:11.000,2016-02-16T13:33:45.000
Homologacion por grupo de cursos,86151,7311,Homologacion por grupo de cursos,7311,Fluxicon Disco,Variant 2,2,2016-02-17T19:56:55.000,2016-02-17T17:16:55.000
Traer informacion estudiante - banner,86401,11959,Traer informacion estudiante - banner,11959,Fluxicon Disco,Variant 1,1,2016-02-14T20:42:23.000,2016-02-14T20:42:23.000
Traer informacion estudiante - banner,100101,7071,Traer informacion estudiante - banner,7071,Fluxicon Disco,Variant 6,6,2016-03-12T22:59:55.000,2016-03-12T22:59:55.000
Radicar Solicitud Homologacion,100101,7071,Radicar Solicitud Homologacion,7071,Fluxicon Disco,Variant 6,6,2016-03-12T23:00:02.000,2016-03-12T23:00:02.000
Validar solicitud,100101,22475,Validar solicitud,22475,Fluxicon Disco,Variant 6,6,2016-03-12T23:19:56.000,2016-03-12T23:19:49.000
Homologacion por grupo de cursos,100101,22478,Homologacion por grupo de cursos,22478,Fluxicon Disco,Variant 6,6,2016-03-14T13:15:32.000,2016-03-14T13:07:40.000
Revisar curso,100101,22475,Revisar curso,22475,Fluxicon Disco,Variant 6,6,2016-03-14T13:07:40.000,2016-03-14T13:07:40.000
Evaluacion curso,100101,22478,Evaluacion curso,22478,Fluxicon Disco,Variant 6,6,2016-03-14T13:15:55.000,2016-03-14T13:08:04.000
Traer informacion estudiante - banner,100102,7071,Traer informacion estudiante - banner,7071,Fluxicon Disco,Variant 7,7,2016-03-12T23:20:48.000,2016-03-12T23:20:48.000
Radicar Solicitud Homologacion,100102,7071,Radicar Solicitud Homologacion,7071,Fluxicon Disco,Variant 7,7,2016-03-12T23:20:49.000,2016-03-12T23:20:49.000
Cancelar Solicitud,100102,7071,Cancelar Solicitud,7071,Fluxicon Disco,Variant 7,7,2016-03-13T01:13:42.000,2016-03-12T23:26:08.000
Validar solicitud,100102,22475,Validar solicitud,22475,Fluxicon Disco,Variant 7,7,2016-03-12T23:26:11.000,2016-03-12T23:26:08.000
Notificacion estudiante cancelacion soli,100102,7071,Notificacion estudiante cancelacion soli,7071,Fluxicon Disco,Variant 7,7,2016-04-07T17:34:20.000,2016-04-07T17:34:20.000
Traer informacion estudiante - banner,100952,5641,Traer informacion estudiante - banner,5641,Fluxicon Disco,Variant 3,3,2016-03-14T15:21:52.000,2016-03-14T15:21:52.000
Radicar Solicitud Homologacion,100952,5641,Radicar Solicitud Homologacion,5641,Fluxicon Disco,Variant 3,3,2016-03-14T16:25:21.000,2016-03-14T15:21:53.000
Validar solicitud,100952,1707,Validar solicitud,1707,Fluxicon Disco,Variant 3,3,2016-03-31T17:16:14.000,2016-03-31T15:50:05.000
Homologacion por grupo de cursos,100952,15930,Homologacion por grupo de cursos,15930,Fluxicon Disco,Variant 3,3,2016-04-15T17:22:48.000,2016-04-15T12:34:48.000
Revisar curso,100952,1707,Revisar curso,1707,Fluxicon Disco,Variant 3,3,2016-04-15T14:03:41.000,2016-04-15T12:34:48.000
Evaluacion curso,100952,1707,Evaluacion curso,1707,Fluxicon Disco,Variant 3,3,2016-05-02T17:48:36.000,2016-05-02T14:53:02.000
Validacion final,100952,1707,Validacion final,1707,Fluxicon Disco,Variant 3,3,2016-06-03T14:27:14.000,2016-06-03T14:27:05.000
Visto Bueno Cierre Proceso,100952,15930,Visto Bueno Cierre Proceso,15930,Fluxicon Disco,Variant 3,3,2016-06-03T15:00:01.000,2016-06-03T14:36:38.000
Traer informacion estudiante - banner,100953,7736,Traer informacion estudiante - banner,7736,Fluxicon Disco,Variant 1,1,2016-03-14T16:04:43.000,2016-03-14T16:04:43.000
Radicar Solicitud Homologacion,100953,7736,Radicar Solicitud Homologacion,7736,Fluxicon Disco,Variant 1,1,2016-03-14T16:05:06.000,2016-03-14T16:04:46.000
Cancelar Solicitud,100953,7736,Cancelar Solicitud,7736,Fluxicon Disco,Variant 1,1,2016-03-14T16:26:03.000,2016-03-14T16:25:47.000
Notificacion estudiante cancelacion soli,100953,7736,Notificacion estudiante cancelacion soli,7736,Fluxicon Disco,Variant 1,1,2016-03-14T16:42:07.000,2016-03-14T16:42:07.000
Traer informacion estudiante - banner,100954,7736,Traer informacion estudiante - banner,7736,Fluxicon Disco,Variant 1,1,2016-03-14T16:42:41.000,2016-03-14T16:42:41.000
Radicar Solicitud Homologacion,100954,7736,Radicar Solicitud Homologacion,7736,Fluxicon Disco,Variant 1,1,2016-03-14T16:42:58.000,2016-03-14T16:42:43.000
Cancelar Solicitud,100954,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 1,1,2016-03-14T16:58:33.000,2016-03-14T16:58:32.000
Notificacion estudiante cancelacion soli,100954,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 1,1,2016-03-14T17:26:56.000,2016-03-14T17:26:56.000
Traer informacion estudiante - banner,101002,15862,Traer informacion estudiante - banner,15862,Fluxicon Disco,Variant 1,1,2016-03-14T18:49:01.000,2016-03-14T18:49:01.000
Radicar Solicitud Homologacion,101002,15862,Radicar Solicitud Homologacion,15862,Fluxicon Disco,Variant 1,1,2016-03-14T18:49:35.000,2016-03-14T18:49:02.000
Cancelar Solicitud,101002,6400,Cancelar Solicitud,6400,Fluxicon Disco,Variant 1,1,2016-03-14T21:21:22.000,2016-03-14T19:33:52.000
Notificacion estudiante cancelacion soli,101002,6400,Notificacion estudiante cancelacion soli,6400,Fluxicon Disco,Variant 1,1,2016-04-08T14:04:50.000,2016-04-08T14:04:50.000
Traer informacion estudiante - banner,101051,1471,Traer informacion estudiante - banner,1471,Fluxicon Disco,Variant 6,6,2016-03-14T18:41:54.000,2016-03-14T18:41:54.000
Radicar Solicitud Homologacion,101051,1471,Radicar Solicitud Homologacion,1471,Fluxicon Disco,Variant 6,6,2016-03-14T18:41:58.000,2016-03-14T18:41:58.000
Validar solicitud,101051,677,Validar solicitud,677,Fluxicon Disco,Variant 6,6,2016-03-14T18:52:36.000,2016-03-14T18:52:36.000
Homologacion por grupo de cursos,101051,7331,Homologacion por grupo de cursos,7331,Fluxicon Disco,Variant 6,6,2016-03-15T00:14:05.000,2016-03-14T18:58:05.000
Revisar curso,101051,677,Revisar curso,677,Fluxicon Disco,Variant 6,6,2016-03-14T18:58:06.000,2016-03-14T18:58:06.000
Evaluacion curso,101051,7331,Evaluacion curso,7331,Fluxicon Disco,Variant 6,6,2016-03-15T00:15:00.000,2016-03-14T18:59:00.000
Traer informacion estudiante - banner,101101,3149,Traer informacion estudiante - banner,3149,Fluxicon Disco,Variant 2,2,2016-03-14T21:04:31.000,2016-03-14T21:04:31.000
Radicar Solicitud Homologacion,101101,3149,Radicar Solicitud Homologacion,3149,Fluxicon Disco,Variant 2,2,2016-03-14T21:25:41.000,2016-03-14T21:04:34.000
Validar solicitud,101101,186,Validar solicitud,186,Fluxicon Disco,Variant 2,2,2016-03-17T20:25:20.000,2016-03-17T16:12:33.000
Homologacion por grupo de cursos,101101,186,Homologacion por grupo de cursos,186,Fluxicon Disco,Variant 2,2,2016-05-10T02:57:40.000,2016-05-10T02:42:02.000
Traer informacion estudiante - banner,101102,5275,Traer informacion estudiante - banner,5275,Fluxicon Disco,Variant 1,1,2016-03-14T21:44:54.000,2016-03-14T21:44:54.000
Radicar Solicitud Homologacion,101102,5275,Radicar Solicitud Homologacion,5275,Fluxicon Disco,Variant 1,1,2016-03-14T21:45:12.000,2016-03-14T21:44:55.000
Cancelar Solicitud,101102,19019,Cancelar Solicitud,19019,Fluxicon Disco,Variant 1,1,2016-03-14T22:17:19.000,2016-03-14T22:02:02.000
Notificacion estudiante cancelacion soli,101102,19019,Notificacion estudiante cancelacion soli,19019,Fluxicon Disco,Variant 1,1,2016-03-16T21:19:51.000,2016-03-16T21:19:51.000
Traer informacion estudiante - banner,101103,9427,Traer informacion estudiante - banner,9427,Fluxicon Disco,Variant 1,1,2016-03-14T21:47:34.000,2016-03-14T21:47:34.000
Radicar Solicitud Homologacion,101103,9427,Radicar Solicitud Homologacion,9427,Fluxicon Disco,Variant 1,1,2016-03-14T21:48:10.000,2016-03-14T21:47:35.000
Cancelar Solicitud,101103,677,Cancelar Solicitud,677,Fluxicon Disco,Variant 1,1,2016-03-14T22:39:55.000,2016-03-14T22:23:19.000
Notificacion estudiante cancelacion soli,101103,677,Notificacion estudiante cancelacion soli,677,Fluxicon Disco,Variant 1,1,2016-03-16T23:34:13.000,2016-03-16T23:34:13.000
Traer informacion estudiante - banner,101201,9437,Traer informacion estudiante - banner,9437,Fluxicon Disco,Variant 1,1,2016-03-14T20:54:24.000,2016-03-14T20:54:24.000
Radicar Solicitud Homologacion,101201,9437,Radicar Solicitud Homologacion,9437,Fluxicon Disco,Variant 1,1,2016-03-14T20:54:54.000,2016-03-14T20:54:28.000
Cancelar Solicitud,101201,9437,Cancelar Solicitud,9437,Fluxicon Disco,Variant 1,1,2016-03-14T21:21:50.000,2016-03-14T21:21:22.000
Notificacion estudiante cancelacion soli,101201,9437,Notificacion estudiante cancelacion soli,9437,Fluxicon Disco,Variant 1,1,2016-03-14T21:50:01.000,2016-03-14T21:50:01.000
Traer informacion estudiante - banner,101202,8556,Traer informacion estudiante - banner,8556,Fluxicon Disco,Variant 1,1,2016-03-14T21:18:17.000,2016-03-14T21:18:17.000
Radicar Solicitud Homologacion,101202,8556,Radicar Solicitud Homologacion,8556,Fluxicon Disco,Variant 1,1,2016-03-14T21:18:34.000,2016-03-14T21:18:18.000
Cancelar Solicitud,101202,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-14T22:12:46.000,2016-03-14T21:34:34.000
Notificacion estudiante cancelacion soli,101202,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T20:47:27.000,2016-03-28T20:47:27.000
Traer informacion estudiante - banner,101203,8955,Traer informacion estudiante - banner,8955,Fluxicon Disco,Variant 1,1,2016-03-14T21:34:08.000,2016-03-14T21:34:08.000
Radicar Solicitud Homologacion,101203,8955,Radicar Solicitud Homologacion,8955,Fluxicon Disco,Variant 1,1,2016-03-14T21:34:20.000,2016-03-14T21:34:08.000
Cancelar Solicitud,101203,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-14T22:24:43.000,2016-03-14T21:46:40.000
Notificacion estudiante cancelacion soli,101203,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T20:50:36.000,2016-03-28T20:50:36.000
Traer informacion estudiante - banner,101204,9437,Traer informacion estudiante - banner,9437,Fluxicon Disco,Variant 1,1,2016-03-14T21:50:50.000,2016-03-14T21:50:50.000
Radicar Solicitud Homologacion,101204,9437,Radicar Solicitud Homologacion,9437,Fluxicon Disco,Variant 1,1,2016-03-14T21:50:59.000,2016-03-14T21:50:51.000
Cancelar Solicitud,101204,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-14T22:37:41.000,2016-03-14T21:59:50.000
Notificacion estudiante cancelacion soli,101204,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T20:51:32.000,2016-03-28T20:51:32.000
Traer informacion estudiante - banner,101205,7573,Traer informacion estudiante - banner,7573,Fluxicon Disco,Variant 1,1,2016-03-14T22:10:27.000,2016-03-14T22:10:27.000
Radicar Solicitud Homologacion,101205,7573,Radicar Solicitud Homologacion,7573,Fluxicon Disco,Variant 1,1,2016-03-14T22:11:17.000,2016-03-14T22:10:28.000
Cancelar Solicitud,101205,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-15T11:57:22.000,2016-03-15T11:20:24.000
Notificacion estudiante cancelacion soli,101205,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T20:58:53.000,2016-03-28T20:58:53.000
Traer informacion estudiante - banner,101207,26321,Traer informacion estudiante - banner,26321,Fluxicon Disco,Variant 12,12,2016-03-14T22:27:30.000,2016-03-14T22:27:30.000
Radicar Solicitud Homologacion,101207,26321,Radicar Solicitud Homologacion,26321,Fluxicon Disco,Variant 12,12,2016-03-14T22:28:03.000,2016-03-14T22:27:31.000
Validar solicitud,101207,49,Validar solicitud,49,Fluxicon Disco,Variant 12,12,2016-03-14T23:28:03.000,2016-03-14T23:04:19.000
Homologacion por grupo de cursos,101207,2541,Homologacion por grupo de cursos,2541,Fluxicon Disco,Variant 12,12,2016-03-18T02:40:13.000,2016-03-17T22:44:19.000
Revisar curso,101207,1707,Revisar curso,1707,Fluxicon Disco,Variant 12,12,2016-03-18T02:13:23.000,2016-03-17T22:44:19.000
Evaluacion curso,101207,1707,Evaluacion curso,1707,Fluxicon Disco,Variant 12,12,2016-05-02T15:03:31.000,2016-05-02T14:48:20.000
Validacion final,101207,49,Validacion final,49,Fluxicon Disco,Variant 12,12,2016-05-04T13:08:41.000,2016-05-04T12:57:34.000
Visto Bueno Cierre Proceso,101207,2541,Visto Bueno Cierre Proceso,2541,Fluxicon Disco,Variant 12,12,2016-05-05T17:07:37.000,2016-05-05T17:07:06.000
Transferir Creditos,101207,2541,Transferir Creditos,2541,Fluxicon Disco,Variant 12,12,2016-05-05T17:38:37.000,2016-05-05T17:38:37.000
Traer informacion estudiante - banner,101251,25141,Traer informacion estudiante - banner,25141,Fluxicon Disco,Variant 1,1,2016-03-14T21:11:45.000,2016-03-14T21:11:45.000
Radicar Solicitud Homologacion,101251,25141,Radicar Solicitud Homologacion,25141,Fluxicon Disco,Variant 1,1,2016-03-14T21:45:36.000,2016-03-14T21:11:48.000
Cancelar Solicitud,101251,25141,Cancelar Solicitud,25141,Fluxicon Disco,Variant 1,1,2016-03-20T18:54:18.000,2016-03-20T14:50:18.000
Notificacion estudiante cancelacion soli,101251,25141,Notificacion estudiante cancelacion soli,25141,Fluxicon Disco,Variant 1,1,2016-05-10T19:08:41.000,2016-05-10T19:08:41.000
Revisar curso,101301,22534,Revisar curso,22534,Fluxicon Disco,Variant 41,41,2016-03-15T01:37:22.000,2016-03-14T21:56:19.000
Traer informacion estudiante - banner,101301,11760,Traer informacion estudiante - banner,11760,Fluxicon Disco,Variant 41,41,2016-03-14T23:17:20.000,2016-03-14T23:17:20.000
Radicar Solicitud Homologacion,101301,11760,Radicar Solicitud Homologacion,11760,Fluxicon Disco,Variant 41,41,2016-03-14T23:17:25.000,2016-03-14T23:17:25.000
Cancelar Solicitud,101301,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 41,41,2016-03-15T06:00:19.000,2016-03-14T23:26:43.000
Validar solicitud,101301,22475,Validar solicitud,22475,Fluxicon Disco,Variant 41,41,2016-03-14T23:26:43.000,2016-03-14T23:26:43.000
Notificacion estudiante cancelacion soli,101301,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 41,41,2016-06-01T15:36:32.000,2016-06-01T15:36:32.000
Traer informacion estudiante - banner,101351,11775,Traer informacion estudiante - banner,11775,Fluxicon Disco,Variant 5,5,2016-03-15T00:57:53.000,2016-03-15T00:57:53.000
Radicar Solicitud Homologacion,101351,11775,Radicar Solicitud Homologacion,11775,Fluxicon Disco,Variant 5,5,2016-03-15T00:57:57.000,2016-03-15T00:57:57.000
Notificacion estudiante cancelacion soli,101351,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-03-30T22:24:15.000,2016-03-30T22:24:15.000
Traer informacion estudiante - banner,101352,11775,Traer informacion estudiante - banner,11775,Fluxicon Disco,Variant 5,5,2016-03-15T01:01:00.000,2016-03-15T01:01:00.000
Radicar Solicitud Homologacion,101352,11775,Radicar Solicitud Homologacion,11775,Fluxicon Disco,Variant 5,5,2016-03-15T01:01:01.000,2016-03-15T01:01:01.000
Notificacion estudiante cancelacion soli,101352,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-03-30T22:24:16.000,2016-03-30T22:24:16.000
Traer informacion estudiante - banner,101353,11775,Traer informacion estudiante - banner,11775,Fluxicon Disco,Variant 5,5,2016-03-15T01:01:34.000,2016-03-15T01:01:34.000
Radicar Solicitud Homologacion,101353,11775,Radicar Solicitud Homologacion,11775,Fluxicon Disco,Variant 5,5,2016-03-15T01:01:35.000,2016-03-15T01:01:35.000
Notificacion estudiante cancelacion soli,101353,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-03-30T22:24:16.000,2016-03-30T22:24:16.000
Traer informacion estudiante - banner,101451,7573,Traer informacion estudiante - banner,7573,Fluxicon Disco,Variant 1,1,2016-03-15T08:22:47.000,2016-03-15T08:22:47.000
Radicar Solicitud Homologacion,101451,7573,Radicar Solicitud Homologacion,7573,Fluxicon Disco,Variant 1,1,2016-03-15T08:22:51.000,2016-03-15T08:22:51.000
Cancelar Solicitud,101451,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-15T12:00:24.000,2016-03-15T11:21:31.000
Notificacion estudiante cancelacion soli,101451,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T22:53:43.000,2016-03-28T22:53:43.000
Traer informacion estudiante - banner,101452,7573,Traer informacion estudiante - banner,7573,Fluxicon Disco,Variant 1,1,2016-03-15T08:40:21.000,2016-03-15T08:40:21.000
Radicar Solicitud Homologacion,101452,7573,Radicar Solicitud Homologacion,7573,Fluxicon Disco,Variant 1,1,2016-03-15T08:40:22.000,2016-03-15T08:40:22.000
Cancelar Solicitud,101452,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-15T12:01:45.000,2016-03-15T11:22:51.000
Notificacion estudiante cancelacion soli,101452,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T22:54:37.000,2016-03-28T22:54:37.000
Traer informacion estudiante - banner,101501,7573,Traer informacion estudiante - banner,7573,Fluxicon Disco,Variant 1,1,2016-03-15T11:12:38.000,2016-03-15T11:12:38.000
Radicar Solicitud Homologacion,101501,7573,Radicar Solicitud Homologacion,7573,Fluxicon Disco,Variant 1,1,2016-03-15T11:12:42.000,2016-03-15T11:12:42.000
Cancelar Solicitud,101501,241,Cancelar Solicitud,241,Fluxicon Disco,Variant 1,1,2016-03-15T12:02:14.000,2016-03-15T11:23:19.000
Notificacion estudiante cancelacion soli,101501,241,Notificacion estudiante cancelacion soli,241,Fluxicon Disco,Variant 1,1,2016-03-28T22:55:30.000,2016-03-28T22:55:30.000
Traer informacion estudiante - banner,101551,7492,Traer informacion estudiante - banner,7492,Fluxicon Disco,Variant 37,37,2016-03-15T10:48:34.000,2016-03-15T10:48:34.000
Radicar Solicitud Homologacion,101551,7492,Radicar Solicitud Homologacion,7492,Fluxicon Disco,Variant 37,37,2016-03-15T10:48:39.000,2016-03-15T10:48:39.000
Validar solicitud,101551,19019,Validar solicitud,19019,Fluxicon Disco,Variant 37,37,2016-03-15T11:14:04.000,2016-03-15T10:59:43.000
Homologacion por grupo de cursos,101551,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 37,37,2016-03-16T21:21:44.000,2016-03-16T21:21:44.000
Validar solicitud / pre-homologacion,101551,19019,Validar solicitud / pre-homologacion,19019,Fluxicon Disco,Variant 37,37,2016-03-16T21:21:45.000,2016-03-16T21:21:45.000
