activity,case_id,resource,end_time,start_time,enabled_time
Homologacion por grupo de cursos,138,957,2016-05-17T19:31:55.000,2016-05-17T18:01:53.000,2016-05-03T18:04:50.000+00:00
Traer informacion estudiante - banner,139,11557,2016-05-03T21:10:51.000,2016-05-03T21:10:51.000,2016-05-03T21:10:51.000+00:00
Radicar Solicitud Homologacion,139,11557,2016-05-03T21:11:05.000,2016-05-03T21:10:52.000,2016-05-03T21:10:51.000+00:00
Validar solicitud,139,186,2016-05-03T21:49:53.000,2016-05-03T21:24:18.000,2016-05-03T21:11:05.000+00:00
Homologacion por grupo de cursos,139,26788,2016-05-10T05:32:16.000,2016-05-10T01:16:16.000,2016-05-03T21:49:53.000+00:00
Traer informacion estudiante - banner,140,7573,2016-05-03T13:24:49.000,2016-05-03T13:24:49.000,2016-05-03T13:24:49.000+00:00
Radicar Solicitud Homologacion,140,7573,2016-05-03T13:24:58.000,2016-05-03T13:24:50.000,2016-05-03T13:24:49.000+00:00
Cancelar Solicitud,140,241,2016-05-03T14:21:15.000,2016-05-03T13:33:49.000,2016-05-03T13:24:58.000+00:00
Notificacion estudiante cancelacion soli,140,241,2016-05-12T00:49:51.000,2016-05-12T00:49:51.000,2016-05-03T14:21:15.000+00:00
Traer informacion estudiante - banner,141,2735,2016-05-03T15:21:42.000,2016-05-03T15:21:42.000,2016-05-03T15:21:42.000+00:00
Radicar Solicitud Homologacion,141,2735,2016-05-03T15:23:24.000,2016-05-03T15:21:46.000,2016-05-03T15:21:42.000+00:00
Validar solicitud,141,2292,2016-05-03T18:10:40.000,2016-05-03T18:10:14.000,2016-05-03T15:23:24.000+00:00
Homologacion por grupo de cursos,141,7387,2016-05-03T20:34:39.000,2016-05-03T19:26:21.000,2016-05-03T18:10:40.000+00:00
Traer informacion estudiante - banner,142,12532,2016-05-03T16:41:16.000,2016-05-03T16:41:16.000,2016-05-03T16:41:16.000+00:00
Radicar Solicitud Homologacion,142,12532,2016-05-03T16:41:21.000,2016-05-03T16:41:18.000,2016-05-03T16:41:16.000+00:00
Cancelar Solicitud,142,12532,2016-05-03T17:48:42.000,2016-05-03T16:44:27.000,2016-05-03T16:41:21.000+00:00
Validar solicitud,142,19019,2016-05-03T16:50:26.000,2016-05-03T16:44:27.000,2016-05-03T16:41:21.000+00:00
Notificacion estudiante cancelacion soli,142,12532,2016-05-16T18:41:19.000,2016-05-16T18:41:19.000,2016-05-03T17:48:42.000+00:00
Traer informacion estudiante - banner,143,10176,2016-05-03T17:01:58.000,2016-05-03T17:01:58.000,2016-05-03T17:01:58.000+00:00
Radicar Solicitud Homologacion,143,10176,2016-05-03T17:01:59.000,2016-05-03T17:01:59.000,2016-05-03T17:01:58.000+00:00
Validar solicitud,143,22475,2016-05-03T17:11:42.000,2016-05-03T17:11:23.000,2016-05-03T17:01:59.000+00:00
Homologacion por grupo de cursos,143,22475,2016-05-03T20:41:46.000,2016-05-03T19:19:41.000,2016-05-03T17:11:42.000+00:00
Traer informacion estudiante - banner,144,10176,2016-05-03T17:17:57.000,2016-05-03T17:17:57.000,2016-05-03T17:17:57.000+00:00
Radicar Solicitud Homologacion,144,10176,2016-05-03T17:17:59.000,2016-05-03T17:17:59.000,2016-05-03T17:17:57.000+00:00
Validar solicitud,144,22475,2016-05-03T17:22:19.000,2016-05-03T17:21:56.000,2016-05-03T17:17:59.000+00:00
Homologacion por grupo de cursos,144,22475,2016-05-03T19:38:52.000,2016-05-03T19:23:16.000,2016-05-03T17:22:19.000+00:00
Traer informacion estudiante - banner,145,9761,2016-05-03T19:02:06.000,2016-05-03T19:02:06.000,2016-05-03T19:02:06.000+00:00
Radicar Solicitud Homologacion,145,9761,2016-05-03T19:02:31.000,2016-05-03T19:02:10.000,2016-05-03T19:02:06.000+00:00
Validar solicitud,145,1707,2016-05-03T19:27:39.000,2016-05-03T19:24:04.000,2016-05-03T19:02:31.000+00:00
Homologacion por grupo de cursos,145,15930,2016-05-04T13:43:38.000,2016-05-04T11:35:23.000,2016-05-03T19:27:39.000+00:00
Traer informacion estudiante - banner,146,11557,2016-05-03T19:39:08.000,2016-05-03T19:39:08.000,2016-05-03T19:39:08.000+00:00
Radicar Solicitud Homologacion,146,11557,2016-05-03T19:39:16.000,2016-05-03T19:39:10.000,2016-05-03T19:39:08.000+00:00
Validar solicitud,146,186,2016-05-03T20:12:30.000,2016-05-03T19:45:16.000,2016-05-03T19:39:16.000+00:00
Homologacion por grupo de cursos,146,6971,2016-05-10T02:05:16.000,2016-05-10T01:13:16.000,2016-05-03T20:12:30.000+00:00
Traer informacion estudiante - banner,147,8428,2016-05-03T20:30:46.000,2016-05-03T20:30:46.000,2016-05-03T20:30:46.000+00:00
Radicar Solicitud Homologacion,147,8428,2016-05-03T20:30:51.000,2016-05-03T20:30:48.000,2016-05-03T20:30:46.000+00:00
Validar solicitud,147,19019,2016-05-03T20:39:03.000,2016-05-03T20:34:29.000,2016-05-03T20:30:51.000+00:00
Homologacion por grupo de cursos,147,1007,2016-05-04T15:57:48.000,2016-05-04T15:09:28.000,2016-05-03T20:39:03.000+00:00
Traer informacion estudiante - banner,148,9452,2016-05-03T20:33:38.000,2016-05-03T20:33:38.000,2016-05-03T20:33:38.000+00:00
Radicar Solicitud Homologacion,148,9452,2016-05-03T20:33:51.000,2016-05-03T20:33:40.000,2016-05-03T20:33:38.000+00:00
Validar solicitud,148,18929,2016-05-03T21:55:39.000,2016-05-03T20:45:25.000,2016-05-03T20:33:51.000+00:00
Homologacion por grupo de cursos,148,957,2016-05-17T19:35:27.000,2016-05-17T18:02:47.000,2016-05-03T21:55:39.000+00:00
Traer informacion estudiante - banner,149,17379,2016-05-03T23:28:15.000,2016-05-03T23:28:15.000,2016-05-03T23:28:15.000+00:00
Radicar Solicitud Homologacion,149,17379,2016-05-03T23:28:21.000,2016-05-03T23:28:21.000,2016-05-03T23:28:15.000+00:00
Cancelar Solicitud,149,18929,2016-05-04T01:07:31.000,2016-05-03T23:59:31.000,2016-05-03T23:28:21.000+00:00
Notificacion estudiante cancelacion soli,149,18929,2016-05-17T18:05:46.000,2016-05-17T18:05:46.000,2016-05-04T01:07:31.000+00:00
Traer informacion estudiante - banner,150,5714,2016-05-04T12:05:47.000,2016-05-04T12:05:47.000,2016-05-04T12:05:47.000+00:00
Radicar Solicitud Homologacion,150,5714,2016-05-04T12:05:54.000,2016-05-04T12:05:54.000,2016-05-04T12:05:47.000+00:00
Validar solicitud,150,659,2016-05-04T12:43:19.000,2016-05-04T12:42:59.000,2016-05-04T12:05:54.000+00:00
Homologacion por grupo de cursos,150,1422,2016-05-04T16:25:30.000,2016-05-04T13:20:53.000,2016-05-04T12:43:19.000+00:00
Traer informacion estudiante - banner,151,10716,2016-05-04T11:20:04.000,2016-05-04T11:20:04.000,2016-05-04T11:20:04.000+00:00
Radicar Solicitud Homologacion,152,19019,2016-05-05T15:36:00.000,2016-05-05T15:35:51.000,2016-05-05T15:35:48.000+00:00
Validar solicitud,152,19019,2016-05-05T15:45:18.000,2016-05-05T15:45:18.000,2016-05-05T15:36:00.000+00:00
Homologacion por grupo de cursos,152,1007,2016-05-05T16:25:40.000,2016-05-05T15:45:56.000,2016-05-05T15:45:18.000+00:00
Validar solicitud,153,677,2016-05-05T15:53:12.000,2016-05-05T15:10:23.000,2016-05-05T15:10:23.000+00:00
Traer informacion estudiante - banner,153,8416,2016-05-05T15:41:28.000,2016-05-05T15:41:28.000,2016-05-05T15:10:23.000+00:00
Radicar Solicitud Homologacion,153,8416,2016-05-05T15:41:30.000,2016-05-05T15:41:30.000,2016-05-05T15:41:28.000+00:00
Homologacion por grupo de cursos,153,677,2016-05-13T19:59:54.000,2016-05-13T19:59:53.000,2016-05-05T15:53:12.000+00:00
Traer informacion estudiante - banner,154,19019,2016-05-05T16:11:55.000,2016-05-05T16:11:55.000,2016-05-05T16:11:55.000+00:00
Radicar Solicitud Homologacion,154,19019,2016-05-05T16:11:58.000,2016-05-05T16:11:55.000,2016-05-05T16:11:55.000+00:00
Validar solicitud,154,19019,2016-05-05T16:15:53.000,2016-05-05T16:15:53.000,2016-05-05T16:11:58.000+00:00
Homologacion por grupo de cursos,154,1007,2016-05-05T16:55:27.000,2016-05-05T16:16:13.000,2016-05-05T16:15:53.000+00:00
Traer informacion estudiante - banner,155,26271,2016-05-05T16:15:53.000,2016-05-05T16:15:53.000,2016-05-05T16:15:53.000+00:00
Radicar Solicitud Homologacion,155,26271,2016-05-05T17:20:39.000,2016-05-05T16:15:55.000,2016-05-05T16:15:53.000+00:00
Cancelar Solicitud,155,22404,2016-05-18T19:04:11.000,2016-05-18T18:56:11.000,2016-05-05T17:20:39.000+00:00
Notificacion estudiante cancelacion soli,155,22404,2016-05-19T18:25:52.000,2016-05-19T18:25:52.000,2016-05-18T19:04:11.000+00:00
Traer informacion estudiante - banner,156,19019,2016-05-05T16:18:01.000,2016-05-05T16:18:01.000,2016-05-05T16:18:01.000+00:00
Radicar Solicitud Homologacion,156,19019,2016-05-05T16:18:04.000,2016-05-05T16:18:01.000,2016-05-05T16:18:01.000+00:00
Validar solicitud,156,19019,2016-05-05T16:21:28.000,2016-05-05T16:21:28.000,2016-05-05T16:18:04.000+00:00
Homologacion por grupo de cursos,156,1007,2016-05-05T20:47:59.000,2016-05-05T16:21:52.000,2016-05-05T16:21:28.000+00:00
Traer informacion estudiante - banner,157,19019,2016-05-05T16:25:46.000,2016-05-05T16:25:46.000,2016-05-05T16:25:46.000+00:00
Radicar Solicitud Homologacion,157,19019,2016-05-05T16:25:50.000,2016-05-05T16:25:48.000,2016-05-05T16:25:46.000+00:00
Validar solicitud,157,19019,2016-05-05T16:28:18.000,2016-05-05T16:28:17.000,2016-05-05T16:25:50.000+00:00
Homologacion por grupo de cursos,157,1007,2016-05-05T18:26:11.000,2016-05-05T16:29:27.000,2016-05-05T16:28:18.000+00:00
Cancelar Solicitud,158,11571,2016-05-05T16:13:08.000,2016-05-05T15:44:49.000,2016-05-05T15:44:49.000+00:00
Traer informacion estudiante - banner,158,11571,2016-05-05T16:29:53.000,2016-05-05T16:29:53.000,2016-05-05T16:13:08.000+00:00
Radicar Solicitud Homologacion,158,11571,2016-05-05T16:29:55.000,2016-05-05T16:29:55.000,2016-05-05T16:29:53.000+00:00
Notificacion estudiante cancelacion soli,158,11571,2016-05-11T22:03:57.000,2016-05-11T22:03:57.000,2016-05-05T16:29:55.000+00:00
Traer informacion estudiante - banner,159,7781,2016-05-05T19:44:37.000,2016-05-05T19:44:37.000,2016-05-05T19:44:37.000+00:00
Radicar Solicitud Homologacion,159,7781,2016-05-05T19:45:03.000,2016-05-05T19:44:41.000,2016-05-05T19:44:37.000+00:00
Cancelar Solicitud,159,7781,2016-05-05T20:07:43.000,2016-05-05T20:07:40.000,2016-05-05T19:45:03.000+00:00
Notificacion estudiante cancelacion soli,159,7781,2016-05-05T20:11:11.000,2016-05-05T20:11:11.000,2016-05-05T20:07:43.000+00:00
Traer informacion estudiante - banner,160,8774,2016-05-05T21:36:58.000,2016-05-05T21:36:58.000,2016-05-05T21:36:58.000+00:00
Radicar Solicitud Homologacion,160,8774,2016-05-05T21:38:22.000,2016-05-05T21:36:59.000,2016-05-05T21:36:58.000+00:00
Validar solicitud,160,677,2016-05-06T00:35:31.000,2016-05-05T23:58:25.000,2016-05-05T21:38:22.000+00:00
Homologacion por grupo de cursos,160,3445,2016-05-13T22:14:49.000,2016-05-13T20:06:42.000,2016-05-06T00:35:31.000+00:00
Traer informacion estudiante - banner,161,1378,2016-05-05T22:10:00.000,2016-05-05T22:10:00.000,2016-05-05T22:10:00.000+00:00
Radicar Solicitud Homologacion,161,1378,2016-05-05T22:10:07.000,2016-05-05T22:10:01.000,2016-05-05T22:10:00.000+00:00
Validar solicitud,161,19019,2016-05-05T22:23:30.000,2016-05-05T22:16:42.000,2016-05-05T22:10:07.000+00:00
Homologacion por grupo de cursos,161,1007,2016-05-06T21:33:20.000,2016-05-06T21:04:54.000,2016-05-05T22:23:30.000+00:00
Traer informacion estudiante - banner,162,1378,2016-05-05T22:16:48.000,2016-05-05T22:16:48.000,2016-05-05T22:16:48.000+00:00
Radicar Solicitud Homologacion,162,1378,2016-05-05T22:16:53.000,2016-05-05T22:16:49.000,2016-05-05T22:16:48.000+00:00
Validar solicitud,162,677,2016-05-05T22:59:17.000,2016-05-05T22:21:30.000,2016-05-05T22:16:53.000+00:00
Homologacion por grupo de cursos,162,3445,2016-05-13T20:15:41.000,2016-05-13T20:09:18.000,2016-05-05T22:59:17.000+00:00
Traer informacion estudiante - banner,163,1378,2016-05-05T22:22:11.000,2016-05-05T22:22:11.000,2016-05-05T22:22:11.000+00:00
Radicar Solicitud Homologacion,163,1378,2016-05-05T22:22:14.000,2016-05-05T22:22:12.000,2016-05-05T22:22:11.000+00:00
Validar solicitud,163,677,2016-05-05T23:02:17.000,2016-05-05T22:24:28.000,2016-05-05T22:22:14.000+00:00
Homologacion por grupo de cursos,163,3445,2016-05-13T20:20:13.000,2016-05-13T20:13:56.000,2016-05-05T23:02:17.000+00:00
Traer informacion estudiante - banner,164,18501,2016-05-05T19:10:46.000,2016-05-05T19:10:46.000,2016-05-05T19:10:46.000+00:00
Radicar Solicitud Homologacion,164,18501,2016-05-05T19:11:02.000,2016-05-05T19:10:48.000,2016-05-05T19:10:46.000+00:00
Cancelar Solicitud,164,22533,2016-05-05T20:42:45.000,2016-05-05T19:25:47.000,2016-05-05T19:11:02.000+00:00
Validar solicitud,164,22404,2016-05-05T19:32:29.000,2016-05-05T19:25:47.000,2016-05-05T19:11:02.000+00:00
Notificacion estudiante cancelacion soli,164,22533,2016-05-20T14:24:07.000,2016-05-20T14:24:07.000,2016-05-05T20:42:45.000+00:00
Traer informacion estudiante - banner,165,9890,2016-05-06T01:20:16.000,2016-05-06T01:20:16.000,2016-05-06T01:20:16.000+00:00
Radicar Solicitud Homologacion,165,9890,2016-05-06T01:20:17.000,2016-05-06T01:20:17.000,2016-05-06T01:20:16.000+00:00
Validar solicitud,165,22404,2016-05-06T01:31:41.000,2016-05-06T01:28:25.000,2016-05-06T01:20:17.000+00:00
Homologacion por grupo de cursos,165,22404,2016-05-06T18:03:14.000,2016-05-06T16:16:46.000,2016-05-06T01:31:41.000+00:00
Traer informacion estudiante - banner,166,11387,2016-05-06T09:52:53.000,2016-05-06T09:52:53.000,2016-05-06T09:52:53.000+00:00
Radicar Solicitud Homologacion,166,11387,2016-05-06T09:53:01.000,2016-05-06T09:53:01.000,2016-05-06T09:52:53.000+00:00
Cancelar Solicitud,166,677,2016-05-06T10:03:10.000,2016-05-06T10:00:35.000,2016-05-06T09:53:01.000+00:00
Notificacion estudiante cancelacion soli,166,677,2016-05-06T15:35:13.000,2016-05-06T15:35:13.000,2016-05-06T10:03:10.000+00:00
Traer informacion estudiante - banner,167,6723,2016-05-06T15:34:50.000,2016-05-06T15:34:50.000,2016-05-06T15:34:50.000+00:00
Radicar Solicitud Homologacion,167,6723,2016-05-06T15:34:58.000,2016-05-06T15:34:52.000,2016-05-06T15:34:50.000+00:00
Validar solicitud,167,677,2016-05-06T16:16:01.000,2016-05-06T15:41:26.000,2016-05-06T15:34:58.000+00:00
Homologacion por grupo de cursos,167,3445,2016-05-13T20:38:24.000,2016-05-13T20:16:31.000,2016-05-06T16:16:01.000+00:00
Traer informacion estudiante - banner,168,8268,2016-05-06T19:08:02.000,2016-05-06T19:08:02.000,2016-05-06T19:08:02.000+00:00
Radicar Solicitud Homologacion,168,8268,2016-05-06T19:30:01.000,2016-05-06T19:08:08.000,2016-05-06T19:08:02.000+00:00
Validar solicitud,168,18929,2016-05-12T15:28:02.000,2016-05-12T15:02:05.000,2016-05-06T19:30:01.000+00:00
Homologacion por grupo de cursos,168,18929,2016-05-17T18:30:22.000,2016-05-17T18:30:22.000,2016-05-12T15:28:02.000+00:00
Traer informacion estudiante - banner,169,10742,2016-05-06T20:59:47.000,2016-05-06T20:59:47.000,2016-05-06T20:59:47.000+00:00
Radicar Solicitud Homologacion,169,10742,2016-05-06T21:07:22.000,2016-05-06T20:59:48.000,2016-05-06T20:59:47.000+00:00
Validar solicitud,169,261,2016-05-10T22:56:28.000,2016-05-10T20:34:03.000,2016-05-06T21:07:22.000+00:00
Homologacion por grupo de cursos,169,308,2016-06-07T18:24:41.000,2016-06-07T17:06:51.000,2016-05-10T22:56:28.000+00:00
Traer informacion estudiante - banner,170,10742,2016-05-06T21:39:28.000,2016-05-06T21:39:28.000,2016-05-06T21:39:28.000+00:00
Radicar Solicitud Homologacion,170,10742,2016-05-06T21:46:28.000,2016-05-06T21:39:29.000,2016-05-06T21:39:28.000+00:00
Validar solicitud,170,261,2016-05-10T22:58:11.000,2016-05-10T20:39:28.000,2016-05-06T21:46:28.000+00:00
Homologacion por grupo de cursos,170,7355,2016-06-07T13:26:59.000,2016-06-07T13:23:23.000,2016-05-10T22:58:11.000+00:00
Traer informacion estudiante - banner,171,23530,2016-05-08T04:07:32.000,2016-05-08T04:07:32.000,2016-05-08T04:07:32.000+00:00
Radicar Solicitud Homologacion,171,23530,2016-05-08T04:19:38.000,2016-05-08T04:07:38.000,2016-05-08T04:07:32.000+00:00
Validar solicitud,171,22404,2016-05-11T18:46:41.000,2016-05-11T18:30:45.000,2016-05-08T04:19:38.000+00:00
Homologacion por grupo de cursos,171,4560,2016-05-13T17:56:04.000,2016-05-13T16:56:01.000,2016-05-11T18:46:41.000+00:00
Cancelar Solicitud,172,19019,2016-05-09T15:56:40.000,2016-05-09T15:53:32.000,2016-05-09T15:53:32.000+00:00
Traer informacion estudiante - banner,172,8382,2016-05-09T16:28:55.000,2016-05-09T16:28:55.000,2016-05-09T15:56:40.000+00:00
Radicar Solicitud Homologacion,172,8382,2016-05-09T16:28:57.000,2016-05-09T16:28:57.000,2016-05-09T16:28:55.000+00:00
Notificacion estudiante cancelacion soli,172,19019,2016-05-10T16:08:17.000,2016-05-10T16:08:17.000,2016-05-09T16:28:57.000+00:00
Traer informacion estudiante - banner,173,7599,2016-05-10T20:02:40.000,2016-05-10T20:02:40.000,2016-05-10T20:02:40.000+00:00
Radicar Solicitud Homologacion,173,7599,2016-05-10T21:05:23.000,2016-05-10T20:02:43.000,2016-05-10T20:02:40.000+00:00
Cancelar Solicitud,173,22475,2016-05-20T16:43:09.000,2016-05-20T16:42:58.000,2016-05-10T21:05:23.000+00:00
Notificacion estudiante cancelacion soli,173,22475,2016-05-20T16:54:34.000,2016-05-20T16:54:34.000,2016-05-20T16:43:09.000+00:00
Recepcion de documentos,174,186,2016-05-12T23:58:09.000,2016-05-12T20:15:25.000,2016-05-12T17:59:03.000+00:00
Homologacion por grupo de cursos,174,26788,2016-05-13T00:12:37.000,2016-05-12T20:15:27.000,2016-05-12T17:59:03.000+00:00
Traer informacion estudiante - banner,175,7091,2016-05-12T20:18:58.000,2016-05-12T20:18:58.000,2016-05-12T20:18:58.000+00:00
Radicar Solicitud Homologacion,175,7091,2016-05-12T20:19:29.000,2016-05-12T20:19:04.000,2016-05-12T20:18:58.000+00:00
Validar solicitud,175,22534,2016-05-12T22:00:46.000,2016-05-12T20:44:15.000,2016-05-12T20:19:29.000+00:00
Homologacion por grupo de cursos,175,7177,2016-05-26T17:59:00.000,2016-05-26T15:15:49.000,2016-05-12T22:00:46.000+00:00
Traer informacion estudiante - banner,176,15315,2016-05-12T20:19:48.000,2016-05-12T20:19:48.000,2016-05-12T20:19:48.000+00:00
Radicar Solicitud Homologacion,176,15315,2016-05-12T20:20:07.000,2016-05-12T20:19:49.000,2016-05-12T20:19:48.000+00:00
Cancelar Solicitud,176,15315,2016-05-12T22:40:56.000,2016-05-12T20:38:35.000,2016-05-12T20:20:07.000+00:00
Validar solicitud,176,6694,2016-05-12T20:39:00.000,2016-05-12T20:38:35.000,2016-05-12T20:20:07.000+00:00
Notificacion estudiante cancelacion soli,176,15315,2016-06-06T18:35:44.000,2016-06-06T18:35:44.000,2016-05-12T22:40:56.000+00:00
Traer informacion estudiante - banner,177,5858,2016-05-12T20:28:15.000,2016-05-12T20:28:15.000,2016-05-12T20:28:15.000+00:00
Radicar Solicitud Homologacion,177,5858,2016-05-12T20:28:33.000,2016-05-12T20:28:16.000,2016-05-12T20:28:15.000+00:00
Cancelar Solicitud,177,22475,2016-05-12T20:46:05.000,2016-05-12T20:45:50.000,2016-05-12T20:28:33.000+00:00
Notificacion estudiante cancelacion soli,177,22475,2016-05-12T21:01:23.000,2016-05-12T21:01:23.000,2016-05-12T20:46:05.000+00:00
Traer informacion estudiante - banner,178,7091,2016-05-12T20:44:26.000,2016-05-12T20:44:26.000,2016-05-12T20:44:26.000+00:00
Radicar Solicitud Homologacion,178,7091,2016-05-12T20:44:34.000,2016-05-12T20:44:29.000,2016-05-12T20:44:26.000+00:00
Validar solicitud,178,22534,2016-05-12T22:06:01.000,2016-05-12T20:49:33.000,2016-05-12T20:44:34.000+00:00
Homologacion por grupo de cursos,178,7177,2016-05-26T18:16:18.000,2016-05-26T15:17:55.000,2016-05-12T22:06:01.000+00:00
Traer informacion estudiante - banner,179,9336,2016-05-12T21:01:01.000,2016-05-12T21:01:01.000,2016-05-12T21:01:01.000+00:00
Radicar Solicitud Homologacion,179,9336,2016-05-12T21:01:09.000,2016-05-12T21:01:02.000,2016-05-12T21:01:01.000+00:00
Validar solicitud,179,677,2016-05-12T21:16:12.000,2016-05-12T21:08:58.000,2016-05-12T21:01:09.000+00:00
Homologacion por grupo de cursos,179,3445,2016-05-13T22:41:39.000,2016-05-13T20:23:03.000,2016-05-12T21:16:12.000+00:00
Traer informacion estudiante - banner,180,2465,2016-05-12T21:21:53.000,2016-05-12T21:21:53.000,2016-05-12T21:21:53.000+00:00
Radicar Solicitud Homologacion,180,2465,2016-05-12T21:25:45.000,2016-05-12T21:21:54.000,2016-05-12T21:21:53.000+00:00
Cancelar Solicitud,180,19019,2016-05-13T15:20:29.000,2016-05-13T15:13:31.000,2016-05-12T21:25:45.000+00:00
Notificacion estudiante cancelacion soli,180,19019,2016-05-16T14:12:28.000,2016-05-16T14:12:28.000,2016-05-13T15:20:29.000+00:00
Traer informacion estudiante - banner,181,5858,2016-05-12T19:47:13.000,2016-05-12T19:47:13.000,2016-05-12T19:47:13.000+00:00
Radicar Solicitud Homologacion,181,5858,2016-05-12T19:49:41.000,2016-05-12T19:47:16.000,2016-05-12T19:47:13.000+00:00
Cancelar Solicitud,181,5858,2016-05-12T22:25:43.000,2016-05-12T22:12:56.000,2016-05-12T19:49:41.000+00:00
Validar solicitud,181,22475,2016-05-12T22:12:56.000,2016-05-12T22:12:56.000,2016-05-12T19:49:41.000+00:00
Notificacion estudiante cancelacion soli,181,5858,2016-05-16T17:47:54.000,2016-05-16T17:47:54.000,2016-05-12T22:25:43.000+00:00
Traer informacion estudiante - banner,182,23842,2016-05-12T22:31:29.000,2016-05-12T22:31:29.000,2016-05-12T22:31:29.000+00:00
Radicar Solicitud Homologacion,182,23842,2016-05-12T22:40:12.000,2016-05-12T22:31:37.000,2016-05-12T22:31:29.000+00:00
Validar solicitud,182,7320,2016-05-16T13:22:31.000,2016-05-16T13:06:38.000,2016-05-12T22:40:12.000+00:00
Homologacion por grupo de cursos,182,6952,2016-05-18T02:46:25.000,2016-05-18T01:02:25.000,2016-05-16T13:22:31.000+00:00
