activity,case_id,resource,end_time,start_time
Validar solicitud,126460,29277,2016-06-20T21:12:05.000,2016-06-20T21:10:16.000
Homologacion por grupo de cursos,126460,1007,2016-06-21T11:45:16.000,2016-06-21T11:42:56.000
Traer informacion estudiante - banner,126504,11993,2016-06-20T15:48:51.000,2016-06-20T15:48:51.000
Radicar Solicitud Homologacion,126504,11993,2016-06-20T16:10:04.000,2016-06-20T15:48:53.000
Validar solicitud,126504,186,2016-06-23T00:34:43.000,2016-06-23T00:22:25.000
Homologacion por grupo de cursos,126504,26788,2016-06-24T19:37:58.000,2016-06-24T19:18:52.000
Traer informacion estudiante - banner,126506,29578,2016-06-20T16:18:53.000,2016-06-20T16:18:53.000
Radicar Solicitud Homologacion,126506,29578,2016-06-20T16:27:04.000,2016-06-20T16:18:56.000
Notificacion estudiante cancelacion soli,126506,22475,2016-06-21T14:30:04.000,2016-06-21T14:30:04.000
Cancelar Solicitud,126506,22475,2016-06-21T16:27:52.000,2016-06-21T16:27:52.000
Traer informacion estudiante - banner,126513,2512,2016-06-20T19:00:17.000,2016-06-20T19:00:17.000
Radicar Solicitud Homologacion,126513,2512,2016-06-20T19:37:37.000,2016-06-20T19:00:17.000
Radicar Solicitud Homologacion,126513,2512,2016-06-27T22:53:24.000,2016-06-27T22:45:10.000
Cancelar Solicitud,126513,29277,2016-06-29T04:06:18.000,2016-06-29T04:05:40.000
Notificacion estudiante cancelacion soli,126513,29277,2016-06-29T13:38:56.000,2016-06-29T13:38:56.000
Traer informacion estudiante - banner,126518,19591,2016-06-20T21:57:28.000,2016-06-20T21:57:28.000
Radicar Solicitud Homologacion,126518,19591,2016-06-20T21:57:38.000,2016-06-20T21:57:32.000
Validar solicitud,126518,186,2016-06-20T22:06:51.000,2016-06-20T22:03:58.000
Homologacion por grupo de cursos,126518,186,2016-06-21T15:06:17.000,2016-06-21T14:56:58.000
Traer informacion estudiante - banner,126651,2512,2016-06-20T23:29:47.000,2016-06-20T23:29:47.000
Radicar Solicitud Homologacion,126651,2512,2016-06-20T23:29:54.000,2016-06-20T23:29:54.000
Notificacion estudiante cancelacion soli,126651,1,2016-06-29T21:24:06.000,2016-06-29T21:24:06.000
Traer informacion estudiante - banner,125351,19572,2016-06-11T17:19:44.000,2016-06-11T17:19:44.000
Radicar Solicitud Homologacion,125351,19572,2016-06-11T17:19:52.000,2016-06-11T17:19:52.000
Cancelar Solicitud,125351,19572,2016-06-11T17:43:01.000,2016-06-11T17:43:01.000
Notificacion estudiante cancelacion soli,125351,19572,2016-06-12T17:01:19.000,2016-06-12T17:01:19.000
Traer informacion estudiante - banner,125401,26259,2016-06-12T11:16:15.000,2016-06-12T11:16:15.000
Radicar Solicitud Homologacion,125401,26259,2016-06-12T11:16:20.000,2016-06-12T11:16:20.000
Cancelar Solicitud,125401,26259,2016-06-12T11:32:52.000,2016-06-12T11:32:52.000
Notificacion estudiante cancelacion soli,125401,26259,2016-06-12T11:35:15.000,2016-06-12T11:35:15.000
Traer informacion estudiante - banner,125402,26259,2016-06-12T11:35:34.000,2016-06-12T11:35:34.000
Radicar Solicitud Homologacion,125402,26259,2016-06-12T11:35:35.000,2016-06-12T11:35:35.000
Cancelar Solicitud,125402,26259,2016-06-12T11:56:59.000,2016-06-12T11:56:59.000
Notificacion estudiante cancelacion soli,125402,26259,2016-06-13T12:41:50.000,2016-06-13T12:41:50.000
Traer informacion estudiante - banner,125555,26259,2016-06-13T12:42:07.000,2016-06-13T12:42:07.000
Radicar Solicitud Homologacion,125555,26259,2016-06-13T12:42:07.000,2016-06-13T12:42:07.000
Cancelar Solicitud,125555,29277,2016-06-13T12:48:54.000,2016-06-13T12:48:51.000
Notificacion estudiante cancelacion soli,125555,29277,2016-06-13T13:03:03.000,2016-06-13T13:03:03.000
Traer informacion estudiante - banner,125559,19692,2016-06-13T13:03:46.000,2016-06-13T13:03:46.000
Radicar Solicitud Homologacion,125559,19692,2016-06-13T13:43:42.000,2016-06-13T13:03:46.000
Cancelar Solicitud,125559,29277,2016-06-20T11:43:08.000,2016-06-20T11:42:53.000
Notificacion estudiante cancelacion soli,125559,29277,2016-06-20T13:15:20.000,2016-06-20T13:15:20.000
Traer informacion estudiante - banner,125569,9379,2016-06-13T18:19:53.000,2016-06-13T18:19:53.000
Radicar Solicitud Homologacion,125569,9379,2016-06-13T18:19:55.000,2016-06-13T18:19:55.000
Cancelar Solicitud,125569,9379,2016-06-13T18:21:43.000,2016-06-13T18:21:43.000
Validar solicitud,125569,920,2016-06-13T18:21:43.000,2016-06-13T18:21:43.000
Notificacion estudiante cancelacion soli,125569,9379,2016-06-13T18:46:51.000,2016-06-13T18:46:51.000
Traer informacion estudiante - banner,123351,5972,2016-05-30T18:17:29.000,2016-05-30T18:17:29.000
Radicar Solicitud Homologacion,123351,5972,2016-05-30T18:17:32.000,2016-05-30T18:17:32.000
Validar solicitud,123351,22404,2016-05-30T18:36:17.000,2016-05-30T18:32:44.000
Homologacion por grupo de cursos,123351,22404,2016-05-31T16:38:15.000,2016-05-31T16:33:49.000
Traer informacion estudiante - banner,123401,9445,2016-05-30T21:13:39.000,2016-05-30T21:13:39.000
Radicar Solicitud Homologacion,123401,9445,2016-05-30T21:18:14.000,2016-05-30T21:13:42.000
Cancelar Solicitud,123401,9445,2016-05-31T19:32:48.000,2016-05-31T19:32:20.000
Notificacion estudiante cancelacion soli,123401,9445,2016-05-31T20:01:16.000,2016-05-31T20:01:16.000
Traer informacion estudiante - banner,123612,23530,2016-05-31T23:10:46.000,2016-05-31T23:10:46.000
Radicar Solicitud Homologacion,123612,23530,2016-05-31T23:30:40.000,2016-05-31T23:10:52.000
Cancelar Solicitud,123612,22404,2016-06-03T16:50:05.000,2016-06-03T16:48:03.000
Notificacion estudiante cancelacion soli,123612,22404,2016-06-03T20:50:05.000,2016-06-03T20:50:05.000
Traer informacion estudiante - banner,123613,15612,2016-06-01T01:17:04.000,2016-06-01T01:17:04.000
Radicar Solicitud Homologacion,123613,15612,2016-06-01T01:18:38.000,2016-06-01T01:17:05.000
Validar solicitud,123613,22475,2016-06-01T14:36:22.000,2016-06-01T14:33:33.000
Homologacion por grupo de cursos,123613,22475,2016-06-01T19:24:48.000,2016-06-01T19:23:39.000
Traer informacion estudiante - banner,123614,15612,2016-06-01T01:20:00.000,2016-06-01T01:20:00.000
Radicar Solicitud Homologacion,123614,15612,2016-06-01T01:28:01.000,2016-06-01T01:20:01.000
Cancelar Solicitud,123614,22475,2016-06-02T12:04:49.000,2016-06-02T12:03:01.000
Notificacion estudiante cancelacion soli,123614,22475,2016-06-02T14:48:41.000,2016-06-02T14:48:41.000
Traer informacion estudiante - banner,123615,15612,2016-06-01T01:26:32.000,2016-06-01T01:26:32.000
Radicar Solicitud Homologacion,123615,15612,2016-06-01T01:34:33.000,2016-06-01T01:26:33.000
Validar solicitud,123615,22475,2016-06-02T12:06:47.000,2016-06-02T12:05:11.000
Homologacion por grupo de cursos,123615,22475,2016-06-02T15:10:47.000,2016-06-02T14:36:24.000
Traer informacion estudiante - banner,123706,2465,2016-05-31T18:26:34.000,2016-05-31T18:26:34.000
Radicar Solicitud Homologacion,121258,22437,2016-05-23T21:03:35.000,2016-05-23T21:03:09.000
Validar solicitud,121258,677,2016-05-23T21:34:55.000,2016-05-23T21:29:25.000
Homologacion por grupo de cursos,121258,3445,2016-05-24T19:42:21.000,2016-05-24T18:12:55.000
Traer informacion estudiante - banner,121259,11799,2016-05-23T21:27:08.000,2016-05-23T21:27:08.000
Radicar Solicitud Homologacion,121259,11799,2016-05-23T21:27:36.000,2016-05-23T21:27:11.000
Validar solicitud,121259,19019,2016-05-23T21:54:29.000,2016-05-23T21:52:16.000
Homologacion por grupo de cursos,121259,1007,2016-05-24T15:22:06.000,2016-05-24T14:05:52.000
Validar solicitud,121260,659,2016-05-23T20:55:27.000,2016-05-23T20:45:13.000
Traer informacion estudiante - banner,121260,22962,2016-05-23T22:01:51.000,2016-05-23T22:01:51.000
Radicar Solicitud Homologacion,121260,22962,2016-05-23T22:01:52.000,2016-05-23T22:01:52.000
Homologacion por grupo de cursos,121260,659,2016-05-25T13:26:28.000,2016-05-25T10:42:28.000
Traer informacion estudiante - banner,121401,8973,2016-05-23T23:13:29.000,2016-05-23T23:13:29.000
Radicar Solicitud Homologacion,121401,8973,2016-05-23T23:13:33.000,2016-05-23T23:13:33.000
Validar solicitud,121401,920,2016-05-23T23:33:45.000,2016-05-23T23:21:45.000
Homologacion por grupo de cursos,121401,8973,2016-05-25T17:41:02.000,2016-05-25T17:33:02.000
Traer informacion estudiante - banner,121406,10176,2016-05-23T23:58:21.000,2016-05-23T23:58:21.000
Radicar Solicitud Homologacion,121406,10176,2016-05-23T23:58:22.000,2016-05-23T23:58:22.000
Validar solicitud,121406,22475,2016-05-24T00:09:50.000,2016-05-24T00:01:50.000
Homologacion por grupo de cursos,121406,22475,2016-05-25T11:05:26.000,2016-05-25T11:01:26.000
Traer informacion estudiante - banner,121451,2408,2016-05-24T01:35:58.000,2016-05-24T01:35:58.000
Radicar Solicitud Homologacion,121451,2408,2016-05-24T01:41:42.000,2016-05-24T01:36:01.000
Validar solicitud,121451,22404,2016-05-24T20:44:15.000,2016-05-24T20:41:57.000
Homologacion por grupo de cursos,121451,22404,2016-05-25T00:13:17.000,2016-05-24T23:59:19.000
Traer informacion estudiante - banner,121551,6231,2016-05-24T10:14:45.000,2016-05-24T10:14:45.000
Radicar Solicitud Homologacion,121551,6231,2016-05-24T10:14:49.000,2016-05-24T10:14:49.000
Cancelar Solicitud,119901,8661,2016-05-20T14:36:47.000,2016-05-20T14:30:18.000
Notificacion estudiante cancelacion soli,119901,8661,2016-05-22T23:03:13.000,2016-05-22T23:03:13.000
Traer informacion estudiante - banner,119902,4148,2016-05-19T14:52:54.000,2016-05-19T14:52:54.000
Radicar Solicitud Homologacion,119902,4148,2016-05-19T14:53:14.000,2016-05-19T14:52:55.000
Validar solicitud,119902,2292,2016-05-19T15:23:06.000,2016-05-19T15:12:05.000
Homologacion por grupo de cursos,119902,2292,2016-05-20T21:08:28.000,2016-05-20T20:13:30.000
Traer informacion estudiante - banner,119953,3603,2016-05-19T13:13:39.000,2016-05-19T13:13:39.000
Radicar Solicitud Homologacion,119953,3603,2016-05-19T13:13:55.000,2016-05-19T13:13:40.000
Cancelar Solicitud,119953,3603,2016-05-19T13:28:48.000,2016-05-19T13:28:42.000
Notificacion estudiante cancelacion soli,119953,3603,2016-05-19T13:35:19.000,2016-05-19T13:35:19.000
Traer informacion estudiante - banner,119955,3603,2016-05-19T13:34:56.000,2016-05-19T13:34:56.000
Radicar Solicitud Homologacion,119955,3603,2016-05-19T13:35:04.000,2016-05-19T13:34:56.000
Cancelar Solicitud,119955,3603,2016-05-19T13:43:42.000,2016-05-19T13:43:40.000
Notificacion estudiante cancelacion soli,119955,3603,2016-05-19T13:46:04.000,2016-05-19T13:46:04.000
Traer informacion estudiante - banner,120101,17807,2016-05-20T00:34:26.000,2016-05-20T00:34:26.000
Radicar Solicitud Homologacion,120101,17807,2016-05-20T00:34:31.000,2016-05-20T00:34:31.000
Cancelar Solicitud,120101,22404,2016-05-20T12:34:39.000,2016-05-20T12:33:45.000
Notificacion estudiante cancelacion soli,120101,22404,2016-05-20T13:54:48.000,2016-05-20T13:54:48.000
Traer informacion estudiante - banner,120151,2391,2016-05-20T01:28:32.000,2016-05-20T01:28:32.000
Radicar Solicitud Homologacion,120151,2391,2016-05-20T01:28:37.000,2016-05-20T01:28:37.000
Validar solicitud,120151,18929,2016-05-20T01:54:55.000,2016-05-20T01:51:55.000
Homologacion por grupo de cursos,120151,957,2016-05-20T17:07:24.000,2016-05-20T16:00:23.000
Traer informacion estudiante - banner,120201,11571,2016-05-19T23:55:23.000,2016-05-19T23:55:23.000
Radicar Solicitud Homologacion,120201,11571,2016-05-20T00:01:14.000,2016-05-19T23:55:27.000
Radicar Solicitud Homologacion,116601,10716,2016-05-04T11:44:12.000,2016-05-04T11:20:12.000
Cancelar Solicitud,116601,559,2016-05-09T17:40:14.000,2016-05-09T14:39:51.000
Notificacion estudiante cancelacion soli,116601,559,2016-06-13T19:23:52.000,2016-06-13T19:23:52.000
Traer informacion estudiante - banner,116602,11395,2016-05-04T12:20:20.000,2016-05-04T12:20:20.000
Radicar Solicitud Homologacion,116602,11395,2016-05-04T12:20:22.000,2016-05-04T12:20:22.000
Radicar Solicitud Homologacion,116602,11395,2016-05-04T23:01:59.000,2016-05-04T21:24:24.000
Notificacion estudiante cancelacion soli,116602,1,2016-06-02T21:24:03.000,2016-06-02T21:24:03.000
Traer informacion estudiante - banner,116604,22592,2016-05-04T13:38:10.000,2016-05-04T13:38:10.000
Radicar Solicitud Homologacion,116604,22592,2016-05-04T13:38:29.000,2016-05-04T13:38:13.000
Validar solicitud,116604,261,2016-05-04T13:58:31.000,2016-05-04T13:54:14.000
Homologacion por grupo de cursos,116604,7355,2016-05-04T22:55:03.000,2016-05-04T20:11:56.000
Traer informacion estudiante - banner,116607,4745,2016-05-04T14:43:39.000,2016-05-04T14:43:39.000
Radicar Solicitud Homologacion,116607,4745,2016-05-04T14:45:59.000,2016-05-04T14:43:43.000
Validar solicitud,116607,677,2016-05-04T18:14:29.000,2016-05-04T17:25:38.000
Homologacion por grupo de cursos,116607,677,2016-05-13T19:52:00.000,2016-05-13T19:51:59.000
Traer informacion estudiante - banner,116801,3695,2016-05-04T20:10:25.000,2016-05-04T20:10:25.000
Radicar Solicitud Homologacion,116801,3695,2016-05-04T20:10:44.000,2016-05-04T20:10:32.000
Validar solicitud,116801,49,2016-05-04T20:29:11.000,2016-05-04T20:23:26.000
Homologacion por grupo de cursos,116801,2541,2016-05-05T16:58:52.000,2016-05-05T16:08:33.000
Validar solicitud,116901,261,2016-05-05T16:12:58.000,2016-05-05T13:42:28.000
Traer informacion estudiante - banner,116901,26793,2016-05-05T14:12:16.000,2016-05-05T14:12:16.000
Radicar Solicitud Homologacion,116901,26793,2016-05-05T14:12:22.000,2016-05-05T14:12:22.000
Homologacion por grupo de cursos,116901,7355,2016-06-02T22:21:41.000,2016-06-02T22:12:33.000
Traer informacion estudiante - banner,116905,19019,2016-05-05T15:35:48.000,2016-05-05T15:35:48.000
Notificacion estudiante cancelacion soli,115055,19019,2016-04-28T14:50:41.000,2016-04-28T14:50:41.000
Traer informacion estudiante - banner,115061,11515,2016-04-28T00:03:08.000,2016-04-28T00:03:08.000
Radicar Solicitud Homologacion,115061,11515,2016-04-28T00:19:09.000,2016-04-28T00:03:09.000
Cancelar Solicitud,115061,1707,2016-05-01T12:10:50.000,2016-05-01T12:09:44.000
Notificacion estudiante cancelacion soli,115061,1707,2016-05-02T14:06:22.000,2016-05-02T14:06:22.000
Traer informacion estudiante - banner,115202,22950,2016-04-28T03:29:31.000,2016-04-28T03:29:31.000
Radicar Solicitud Homologacion,115202,22950,2016-04-28T04:23:10.000,2016-04-28T03:29:32.000
Cancelar Solicitud,115202,22404,2016-05-06T20:53:03.000,2016-05-06T20:38:42.000
Notificacion estudiante cancelacion soli,115202,22404,2016-05-11T17:35:37.000,2016-05-11T17:35:37.000
Traer informacion estudiante - banner,115252,6572,2016-04-28T13:07:10.000,2016-04-28T13:07:10.000
Radicar Solicitud Homologacion,115252,6572,2016-04-28T13:07:23.000,2016-04-28T13:07:12.000
Validar solicitud,115252,1707,2016-04-28T13:35:15.000,2016-04-28T13:18:27.000
Cancelar Solicitud,115252,6572,2016-04-28T13:36:42.000,2016-04-28T13:18:28.000
Notificacion estudiante cancelacion soli,115252,6572,2016-05-02T15:33:04.000,2016-05-02T15:33:04.000
Traer informacion estudiante - banner,115253,6572,2016-04-28T13:18:49.000,2016-04-28T13:18:49.000
Radicar Solicitud Homologacion,115253,6572,2016-04-28T13:19:02.000,2016-04-28T13:18:51.000
Cancelar Solicitud,115253,6572,2016-04-28T13:48:41.000,2016-04-28T13:30:39.000
Validar solicitud,115253,1707,2016-04-28T13:47:17.000,2016-04-28T13:30:39.000
Notificacion estudiante cancelacion soli,115253,6572,2016-05-02T15:33:20.000,2016-05-02T15:33:20.000
Traer informacion estudiante - banner,115254,4457,2016-04-28T15:09:33.000,2016-04-28T15:09:33.000
Radicar Solicitud Homologacion,115254,4457,2016-04-28T15:09:41.000,2016-04-28T15:09:34.000
Validar solicitud,115254,1707,2016-04-28T15:19:05.000,2016-04-28T15:17:23.000
Homologacion por grupo de cursos,115254,15930,2016-04-28T17:56:28.000,2016-04-28T17:55:39.000
Traer informacion estudiante - banner,115306,4708,2016-04-28T15:36:38.000,2016-04-28T15:36:38.000
Validar solicitud,116266,1707,2016-05-02T22:28:54.000,2016-05-02T22:27:21.000
Homologacion por grupo de cursos,116266,15930,2016-05-03T16:15:49.000,2016-05-03T14:00:40.000
Traer informacion estudiante - banner,116267,22529,2016-05-02T21:57:24.000,2016-05-02T21:57:24.000
Radicar Solicitud Homologacion,116267,22529,2016-05-02T21:57:41.000,2016-05-02T21:57:25.000
Validar solicitud,116267,6767,2016-05-02T22:59:09.000,2016-05-02T22:14:24.000
Homologacion por grupo de cursos,116267,6954,2016-05-11T19:23:57.000,2016-05-11T18:59:57.000
Traer informacion estudiante - banner,116301,6497,2016-05-02T12:12:25.000,2016-05-02T12:12:25.000
Radicar Solicitud Homologacion,116301,6497,2016-05-02T12:12:32.000,2016-05-02T12:12:32.000
Validar solicitud,116301,1646,2016-05-02T14:50:06.000,2016-05-02T12:39:23.000
Homologacion por grupo de cursos,116301,12535,2016-05-25T19:00:20.000,2016-05-25T15:43:53.000
Traer informacion estudiante - banner,116302,11858,2016-05-02T14:02:53.000,2016-05-02T14:02:53.000
Radicar Solicitud Homologacion,116302,11858,2016-05-02T14:03:00.000,2016-05-02T14:02:54.000
Cancelar Solicitud,116302,1707,2016-05-02T14:17:26.000,2016-05-02T14:09:32.000
Notificacion estudiante cancelacion soli,116302,1707,2016-05-03T14:04:27.000,2016-05-03T14:04:27.000
Traer informacion estudiante - banner,116303,11858,2016-05-02T14:10:27.000,2016-05-02T14:10:27.000
Radicar Solicitud Homologacion,116303,11858,2016-05-02T14:10:32.000,2016-05-02T14:10:28.000
Validar solicitud,116303,1707,2016-05-02T14:16:57.000,2016-05-02T14:14:48.000
Homologacion por grupo de cursos,116303,15930,2016-05-02T16:45:07.000,2016-05-02T16:24:32.000
Traer informacion estudiante - banner,116304,7137,2016-05-02T16:37:01.000,2016-05-02T16:37:01.000
Radicar Solicitud Homologacion,116304,7137,2016-05-02T16:37:39.000,2016-05-02T16:37:05.000
Validar solicitud,116304,677,2016-05-02T20:30:21.000,2016-05-02T19:12:00.000
Homologacion por grupo de cursos,116304,3445,2016-05-17T15:41:39.000,2016-05-17T15:33:02.000
Traer informacion estudiante - banner,116305,9187,2016-05-02T17:03:17.000,2016-05-02T17:03:17.000
Radicar Solicitud Homologacion,116305,9187,2016-05-02T17:03:19.000,2016-05-02T17:03:19.000
Radicar Solicitud Homologacion,117806,19019,2016-05-10T18:12:30.000,2016-05-10T18:12:30.000
Traer informacion estudiante - banner,117808,2970,2016-05-10T20:06:59.000,2016-05-10T20:06:59.000
Radicar Solicitud Homologacion,117808,2970,2016-05-10T20:07:32.000,2016-05-10T20:07:00.000
Validar solicitud,117808,659,2016-05-10T20:42:09.000,2016-05-10T20:39:49.000
Homologacion por grupo de cursos,117808,1422,2016-05-11T14:17:11.000,2016-05-11T11:44:11.000
Traer informacion estudiante - banner,117851,23842,2016-05-10T23:37:26.000,2016-05-10T23:37:26.000
Radicar Solicitud Homologacion,117851,23842,2016-05-10T23:51:35.000,2016-05-10T23:37:34.000
Cancelar Solicitud,117851,7320,2016-05-12T21:02:50.000,2016-05-12T21:01:52.000
Notificacion estudiante cancelacion soli,117851,7320,2016-05-12T22:00:02.000,2016-05-12T22:00:02.000
Traer informacion estudiante - banner,117903,3815,2016-05-11T18:40:39.000,2016-05-11T18:40:39.000
Radicar Solicitud Homologacion,117903,3815,2016-05-11T18:40:43.000,2016-05-11T18:40:43.000
Validar solicitud,117903,677,2016-05-11T19:02:12.000,2016-05-11T18:44:53.000
Homologacion por grupo de cursos,117903,677,2016-05-13T20:19:41.000,2016-05-13T20:19:41.000
Traer informacion estudiante - banner,117951,7717,2016-05-11T12:29:28.000,2016-05-11T12:29:28.000
Radicar Solicitud Homologacion,117951,7717,2016-05-11T12:57:31.000,2016-05-11T12:29:31.000
Cancelar Solicitud,117951,22475,2016-05-16T18:18:44.000,2016-05-16T18:17:02.000
Notificacion estudiante cancelacion soli,117951,22475,2016-05-16T20:42:13.000,2016-05-16T20:42:13.000
Cancelar Solicitud,118151,677,2016-05-12T14:44:48.000,2016-05-12T14:33:00.000
Traer informacion estudiante - banner,118151,3108,2016-05-12T15:41:30.000,2016-05-12T15:41:30.000
Radicar Solicitud Homologacion,118151,3108,2016-05-12T15:41:34.000,2016-05-12T15:41:34.000
Notificacion estudiante cancelacion soli,118151,677,2016-05-13T20:21:46.000,2016-05-13T20:21:46.000
Traer informacion estudiante - banner,118153,6851,2016-05-12T17:43:06.000,2016-05-12T17:43:06.000
Radicar Solicitud Homologacion,118153,6851,2016-05-12T17:43:09.000,2016-05-12T17:43:09.000
Validar solicitud,118153,186,2016-05-12T17:59:03.000,2016-05-12T17:57:48.000
Radicar Solicitud Homologacion,123963,12175,2016-06-03T15:14:24.000,2016-06-03T14:46:20.000
Cancelar Solicitud,123963,12175,2016-06-09T20:51:18.000,2016-06-09T20:51:16.000
Notificacion estudiante cancelacion soli,123963,12175,2016-06-09T20:53:24.000,2016-06-09T20:53:24.000
Traer informacion estudiante - banner,123964,11653,2016-06-03T16:12:55.000,2016-06-03T16:12:55.000
Radicar Solicitud Homologacion,123964,11653,2016-06-03T16:17:44.000,2016-06-03T16:12:57.000
Validar solicitud,123964,22404,2016-06-04T13:56:55.000,2016-06-04T13:56:55.000
Homologacion por grupo de cursos,123964,22404,2016-06-07T12:19:54.000,2016-06-07T11:47:54.000
Traer informacion estudiante - banner,124101,11772,2016-06-03T11:46:57.000,2016-06-03T11:46:57.000
Radicar Solicitud Homologacion,124101,11772,2016-06-03T11:47:04.000,2016-06-03T11:47:04.000
Cancelar Solicitud,124101,22475,2016-06-03T12:05:51.000,2016-06-03T12:03:08.000
Notificacion estudiante cancelacion soli,124101,22475,2016-06-03T15:43:07.000,2016-06-03T15:43:07.000
Traer informacion estudiante - banner,124152,12175,2016-06-03T16:42:49.000,2016-06-03T16:42:49.000
Radicar Solicitud Homologacion,124152,12175,2016-06-03T17:02:46.000,2016-06-03T16:42:50.000
Cancelar Solicitud,124152,22475,2016-06-08T22:39:24.000,2016-06-08T22:39:04.000
Notificacion estudiante cancelacion soli,124152,22475,2016-06-09T12:55:18.000,2016-06-09T12:55:18.000
Traer informacion estudiante - banner,124156,8882,2016-06-03T18:11:19.000,2016-06-03T18:11:19.000
Radicar Solicitud Homologacion,124156,8882,2016-06-03T18:11:20.000,2016-06-03T18:11:20.000
Cancelar Solicitud,124156,19019,2016-06-03T18:30:47.000,2016-06-03T18:22:17.000
Notificacion estudiante cancelacion soli,124156,19019,2016-06-07T19:30:50.000,2016-06-07T19:30:50.000
Traer informacion estudiante - banner,124158,8882,2016-06-03T18:25:01.000,2016-06-03T18:25:01.000
Radicar Solicitud Homologacion,124158,8882,2016-06-03T18:25:02.000,2016-06-03T18:25:02.000
Cancelar Solicitud,124158,19019,2016-06-03T18:38:08.000,2016-06-03T18:29:39.000
Notificacion estudiante cancelacion soli,124158,19019,2016-06-07T19:29:45.000,2016-06-07T19:29:45.000
Cancelar Solicitud,112705,22404,2016-04-22T17:57:22.000,2016-04-22T17:13:22.000
Notificacion estudiante cancelacion soli,112705,22404,2016-05-01T14:05:52.000,2016-05-01T14:05:52.000
Traer informacion estudiante - banner,112706,13014,2016-04-22T18:08:14.000,2016-04-22T18:08:14.000
Radicar Solicitud Homologacion,112706,13014,2016-04-22T19:09:50.000,2016-04-22T18:08:17.000
Cancelar Solicitud,112706,241,2016-05-04T15:12:25.000,2016-05-04T14:33:59.000
Notificacion estudiante cancelacion soli,112706,241,2016-05-12T00:39:38.000,2016-05-12T00:39:38.000
Traer informacion estudiante - banner,112752,11692,2016-04-22T19:21:40.000,2016-04-22T19:21:40.000
Radicar Solicitud Homologacion,112752,11692,2016-04-22T19:21:44.000,2016-04-22T19:21:41.000
Cancelar Solicitud,112752,22404,2016-04-22T20:09:12.000,2016-04-22T19:25:38.000
Notificacion estudiante cancelacion soli,112752,22404,2016-05-01T14:08:25.000,2016-05-01T14:08:25.000
Traer informacion estudiante - banner,112753,11692,2016-04-22T19:32:06.000,2016-04-22T19:32:06.000
Radicar Solicitud Homologacion,112753,11692,2016-04-22T19:32:11.000,2016-04-22T19:32:07.000
Cancelar Solicitud,112753,22404,2016-04-22T20:19:36.000,2016-04-22T19:36:13.000
Notificacion estudiante cancelacion soli,112753,22404,2016-05-01T14:07:49.000,2016-05-01T14:07:49.000
Traer informacion estudiante - banner,112801,10176,2016-04-22T20:43:56.000,2016-04-22T20:43:56.000
Radicar Solicitud Homologacion,112801,10176,2016-04-22T20:44:25.000,2016-04-22T20:44:04.000
Cancelar Solicitud,112801,22475,2016-04-22T21:05:56.000,2016-04-22T21:05:23.000
Notificacion estudiante cancelacion soli,112801,22475,2016-04-22T21:39:03.000,2016-04-22T21:39:03.000
Traer informacion estudiante - banner,112802,10176,2016-04-22T21:05:48.000,2016-04-22T21:05:48.000
Radicar Solicitud Homologacion,112802,10176,2016-04-22T21:11:42.000,2016-04-22T21:05:49.000
Validar solicitud,112802,22475,2016-04-25T17:02:28.000,2016-04-25T16:58:58.000
Homologacion por grupo de cursos,112802,22475,2016-04-26T01:09:31.000,2016-04-25T22:29:01.000
Radicar Solicitud Homologacion,114003,11613,2016-04-25T17:04:07.000,2016-04-25T17:04:07.000
Cancelar Solicitud,114003,11613,2016-04-25T17:58:34.000,2016-04-25T17:58:34.000
Notificacion estudiante cancelacion soli,114003,11613,2016-04-25T18:26:02.000,2016-04-25T18:26:02.000
Traer informacion estudiante - banner,114007,11613,2016-04-25T17:59:10.000,2016-04-25T17:59:10.000
Radicar Solicitud Homologacion,114007,11613,2016-04-25T17:59:13.000,2016-04-25T17:59:13.000
Validar solicitud,114007,1646,2016-04-25T18:38:30.000,2016-04-25T18:28:22.000
Homologacion por grupo de cursos,114007,12535,2016-04-27T03:01:11.000,2016-04-26T21:08:06.000
Revisar curso,114007,1646,2016-04-26T21:08:07.000,2016-04-26T21:08:06.000
Evaluacion curso,114007,10665,2016-04-27T00:24:47.000,2016-04-26T21:09:59.000
Validacion final,114007,1646,2016-06-02T16:27:40.000,2016-06-02T13:58:08.000
Visto Bueno Cierre Proceso,114007,12535,2016-06-29T21:38:52.000,2016-06-29T21:30:09.000
Transferir Creditos,114007,12535,2016-06-30T22:13:33.000,2016-06-30T22:13:33.000
Transferir creditos homologables,114007,12535,2016-06-30T22:13:33.000,2016-06-30T22:13:33.000
Transferir creditos homologables,114007,12535,2016-06-30T22:13:33.000,2016-06-30T22:13:33.000
Transferir creditos homologables,114007,12535,2016-06-30T22:13:33.000,2016-06-30T22:13:33.000
Traer informacion estudiante - banner,114102,13803,2016-04-25T20:05:53.000,2016-04-25T20:05:53.000
Radicar Solicitud Homologacion,114102,13803,2016-04-25T23:12:53.000,2016-04-25T20:05:59.000
Validar solicitud,114102,19019,2016-05-31T08:14:27.000,2016-05-31T06:58:27.000
Homologacion por grupo de cursos,114102,19019,2016-06-14T18:05:13.000,2016-06-14T17:17:09.000
Traer informacion estudiante - banner,114152,26759,2016-04-26T01:29:15.000,2016-04-26T01:29:15.000
Radicar Solicitud Homologacion,114152,26759,2016-04-26T01:29:19.000,2016-04-26T01:29:19.000
